wnvpresent,predproba,longitude,latitude,year,month,date
1,0.5022805350154804,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-21
1,0.5028310239071797,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-21
1,0.5003767030093096,-87.666066,41.98728,2008.0,7.0,2008-07-21
1,0.5046270036361372,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5052501316227085,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-21
1,0.5006565002183502,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5041707591096802,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-21
1,0.5009457327737304,-87.770899,41.994679,2008.0,7.0,2008-07-21
1,0.5017796882951466,-87.69544300000004,41.738903,2008.0,7.0,2008-07-21
1,0.5002921840252668,-87.707394,41.753391,2008.0,7.0,2008-07-21
1,0.502209350788729,-87.707394,41.753391,2008.0,7.0,2008-07-21
1,0.5019238038989766,-87.800991,41.95469,2008.0,7.0,2008-07-23
1,0.5019238038989766,-87.800991,41.95469,2008.0,7.0,2008-07-23
1,0.5019238038989766,-87.800991,41.95469,2008.0,7.0,2008-07-23
1,0.5038409189475921,-87.800991,41.95469,2008.0,7.0,2008-07-23
1,0.5003829353521089,-87.824812,41.974089,2008.0,7.0,2008-07-23
1,0.5012922039293102,-87.666014,41.720848,2008.0,7.0,2008-07-23
1,0.5032093438401773,-87.666014,41.720848,2008.0,7.0,2008-07-23
1,0.5046270036361372,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5081407715200265,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-23
1,0.5019506795861517,-87.832763,41.944869,2008.0,7.0,2008-07-23
1,0.5025011719510062,-87.832763,41.944869,2008.0,7.0,2008-07-23
1,0.500502368505723,-87.81150600000002,42.011601,2008.0,7.0,2008-07-23
1,0.5000672220837573,-87.707973,41.682587,2008.0,7.0,2008-07-23
1,0.5006177251007595,-87.707973,41.682587,2008.0,7.0,2008-07-23
1,0.5014934894838744,-87.77792099999998,42.008314,2008.0,7.0,2008-07-23
1,0.5003167216130059,-87.675088,41.719059,2008.0,7.0,2008-07-23
1,0.5003829353521089,-87.787992,41.970248,2008.0,7.0,2008-07-23
1,0.5011978197371383,-87.794896,41.94016,2008.0,7.0,2008-07-23
1,0.5000672220837573,-87.70373599999998,41.704336,2008.0,7.0,2008-07-23
1,0.5006177251007595,-87.70373599999998,41.704336,2008.0,7.0,2008-07-23
1,0.5001851383721304,-87.797894,41.797616,2008.0,7.0,2008-07-23
1,0.5007356411806667,-87.797894,41.797616,2008.0,7.0,2008-07-23
1,0.5001139527167099,-87.778927,41.776156,2008.0,7.0,2008-07-23
1,0.5004669012137133,-87.55551,41.733643,2008.0,7.0,2008-07-23
1,0.5082173598427455,-87.930995,41.957799,2008.0,7.0,2008-07-23
1,0.5070375261604656,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5064523474002972,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5105507797760032,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5064523474002972,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5064523474002972,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5064523474002972,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5064523474002972,-87.805059,41.973845000000004,2008.0,7.0,2008-07-23
1,0.5023426597503966,-87.731435,41.743402,2008.0,7.0,2008-07-23
1,0.5035158762461105,-87.731435,41.743402,2008.0,7.0,2008-07-23
1,0.5045158493248028,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5080296369836246,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-23
1,0.5029612977781545,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.5048783587080954,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-23
1,0.5009138720336737,-87.756155,41.904194,2008.0,7.0,2008-07-23
1,0.5028310239071797,-87.756155,41.904194,2008.0,7.0,2008-07-23
1,0.5022805350154804,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-23
1,0.5028310239071797,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-23
1,0.5003767030093096,-87.666066,41.98728,2008.0,7.0,2008-07-23
1,0.5046270036361372,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5052501316227085,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-23
1,0.5006565002183502,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5041707591096802,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-23
1,0.5009457327737304,-87.770899,41.994679,2008.0,7.0,2008-07-23
1,0.5017796882951466,-87.69544300000004,41.738903,2008.0,7.0,2008-07-23
1,0.5002921840252668,-87.707394,41.753391,2008.0,7.0,2008-07-23
1,0.502209350788729,-87.707394,41.753391,2008.0,7.0,2008-07-23
1,0.5019238038989766,-87.800991,41.95469,2008.0,7.0,2008-07-24
1,0.5038409189475921,-87.800991,41.95469,2008.0,7.0,2008-07-24
1,0.5003829353521089,-87.824812,41.974089,2008.0,7.0,2008-07-24
1,0.5012922039293102,-87.666014,41.720848,2008.0,7.0,2008-07-24
1,0.5032093438401773,-87.666014,41.720848,2008.0,7.0,2008-07-24
1,0.5046270036361372,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5081407715200265,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-24
1,0.5019506795861517,-87.832763,41.944869,2008.0,7.0,2008-07-24
1,0.5025011719510062,-87.832763,41.944869,2008.0,7.0,2008-07-24
1,0.500502368505723,-87.81150600000002,42.011601,2008.0,7.0,2008-07-24
1,0.5000672220837573,-87.707973,41.682587,2008.0,7.0,2008-07-24
1,0.5000672220837573,-87.707973,41.682587,2008.0,7.0,2008-07-24
1,0.5006177251007595,-87.707973,41.682587,2008.0,7.0,2008-07-24
1,0.5014934894838744,-87.77792099999998,42.008314,2008.0,7.0,2008-07-24
1,0.5003167216130059,-87.675088,41.719059,2008.0,7.0,2008-07-24
1,0.5003829353521089,-87.787992,41.970248,2008.0,7.0,2008-07-24
1,0.5011978197371383,-87.794896,41.94016,2008.0,7.0,2008-07-24
1,0.5000672220837573,-87.70373599999998,41.704336,2008.0,7.0,2008-07-24
1,0.5006177251007595,-87.70373599999998,41.704336,2008.0,7.0,2008-07-24
1,0.5001851383721304,-87.797894,41.797616,2008.0,7.0,2008-07-24
1,0.5007356411806667,-87.797894,41.797616,2008.0,7.0,2008-07-24
1,0.5001139527167099,-87.778927,41.776156,2008.0,7.0,2008-07-24
1,0.5004669012137133,-87.55551,41.733643,2008.0,7.0,2008-07-24
1,0.5082173598427455,-87.930995,41.957799,2008.0,7.0,2008-07-24
1,0.510664638947082,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5100796055407987,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5141768110139534,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5100796055407987,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5100796055407987,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5100796055407987,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5100796055407987,-87.805059,41.973845000000004,2008.0,7.0,2008-07-24
1,0.5023426597503966,-87.731435,41.743402,2008.0,7.0,2008-07-24
1,0.5035158762461105,-87.731435,41.743402,2008.0,7.0,2008-07-24
1,0.5045158493248028,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5080296369836246,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5039306058121124,-87.60096300000002,41.728495,2008.0,7.0,2008-07-24
1,0.5029612977781545,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.5048783587080954,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.500778872294499,-87.654234,41.793818,2008.0,7.0,2008-07-24
1,0.5009138720336737,-87.756155,41.904194,2008.0,7.0,2008-07-24
1,0.5028310239071797,-87.756155,41.904194,2008.0,7.0,2008-07-24
1,0.5022805350154804,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-24
1,0.5028310239071797,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-24
1,0.5003767030093096,-87.666066,41.98728,2008.0,7.0,2008-07-24
1,0.5046270036361372,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5052501316227085,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5040417623503992,-87.789234,41.951878,2008.0,7.0,2008-07-24
1,0.5006565002183502,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5041707591096802,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5000712152598197,-87.761726,41.942285,2008.0,7.0,2008-07-24
1,0.5009457327737304,-87.770899,41.994679,2008.0,7.0,2008-07-24
1,0.5017796882951466,-87.69544300000004,41.738903,2008.0,7.0,2008-07-24
1,0.5002921840252668,-87.707394,41.753391,2008.0,7.0,2008-07-24
1,0.502209350788729,-87.707394,41.753391,2008.0,7.0,2008-07-24
1,0.5002825467110762,-87.800991,41.95469,2008.0,7.0,2008-07-28
1,0.5021997136587031,-87.800991,41.95469,2008.0,7.0,2008-07-28
1,0.501339748010949,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5019629299969235,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-28
1,0.5029858335788204,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5064998581453698,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-28
1,0.5003094227922869,-87.832763,41.944869,2008.0,7.0,2008-07-28
1,0.5008599253148145,-87.832763,41.944869,2008.0,7.0,2008-07-28
1,0.5031052623948953,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5037284220759614,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-28
1,0.5001113064196747,-87.53869300000002,41.659112,2008.0,7.0,2008-07-28
1,0.5065764538683883,-87.930995,41.957799,2008.0,7.0,2008-07-28
1,0.5090240099960108,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5125367170670152,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-28
1,0.5007014097814173,-87.731435,41.743402,2008.0,7.0,2008-07-28
1,0.5018746587603323,-87.731435,41.743402,2008.0,7.0,2008-07-28
1,0.5028746737930994,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.5063887130076458,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-28
1,0.501320062685131,-87.654234,41.793818,2008.0,7.0,2008-07-28
1,0.5032372016283452,-87.654234,41.793818,2008.0,7.0,2008-07-28
1,0.5011897852638587,-87.756155,41.904194,2008.0,7.0,2008-07-28
1,0.5006392838302922,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-28
1,0.5011897852638587,-87.72505699999998,41.951865999999995,2008.0,7.0,2008-07-28
1,0.5029858335788204,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5036089952587505,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5024005652913992,-87.789234,41.951878,2008.0,7.0,2008-07-28
1,0.5025295676158853,-87.761726,41.942285,2008.0,7.0,2008-07-28
1,0.5001384291560911,-87.69544300000004,41.738903,2008.0,7.0,2008-07-28
1,0.5005680982722761,-87.707394,41.753391,2008.0,7.0,2008-07-28
1,0.5002825467110762,-87.800991,41.95469,2008.0,7.0,2008-07-29
1,0.5021997136587031,-87.800991,41.95469,2008.0,7.0,2008-07-29
1,0.501339748010949,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5019629299969235,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5007544653093727,-87.795585,41.999128999999996,2008.0,7.0,2008-07-29
1,0.5029858335788204,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5064998581453698,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5024005652913992,-87.812827,41.98196400000001,2008.0,7.0,2008-07-29
1,0.5003094227922869,-87.832763,41.944869,2008.0,7.0,2008-07-29
1,0.5008599253148145,-87.832763,41.944869,2008.0,7.0,2008-07-29
1,0.5006392838302922,-87.730698,41.948167,2008.0,7.0,2008-07-29
1,0.5011897852638587,-87.730698,41.948167,2008.0,7.0,2008-07-29
1,0.5031052623948953,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5037284220759614,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5025199956469124,-87.797127,41.990284,2008.0,7.0,2008-07-29
1,0.5001113064196747,-87.53869300000002,41.659112,2008.0,7.0,2008-07-29
1,0.5065764538683883,-87.930995,41.957799,2008.0,7.0,2008-07-29
1,0.5006392838302922,-87.73089,41.95477,2008.0,7.0,2008-07-29
1,0.5011897852638587,-87.73089,41.95477,2008.0,7.0,2008-07-29
1,0.5011897852638587,-87.738416,41.933652,2008.0,7.0,2008-07-29
1,0.5000165302063718,-87.74134000000002,41.94828,2008.0,7.0,2008-07-29
1,0.5011897852638587,-87.74134000000002,41.94828,2008.0,7.0,2008-07-29
1,0.5090240099960108,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5125367170670152,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5084389032122881,-87.805059,41.973845000000004,2008.0,7.0,2008-07-29
1,0.5007014097814173,-87.731435,41.743402,2008.0,7.0,2008-07-29
1,0.5018746587603323,-87.731435,41.743402,2008.0,7.0,2008-07-29
1,0.5028746737930994,-87.60096300000002,41.728495,2008.0,7.0,2008-07-29
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-29
1,0.5063887130076458,-87.60096300000002,41.728495,2008.0,7.0,2008-07-29
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-29
1,0.5022894041328372,-87.60096300000002,41.728495,2008.0,7.0,2008-07-29
